feature,importance
NAME_EDUCATION_TYPE_Higher education,0.0
NAME_EDUCATION_TYPE_Incomplete higher,0.0
NAME_EDUCATION_TYPE_Lower secondary,0.0
NAME_EDUCATION_TYPE_Secondary / secondary special,0.022397086
NAME_FAMILY_STATUS_Civil marriage,0.0
NAME_FAMILY_STATUS_Married,8.254165e-06
NAME_FAMILY_STATUS_Separated,0.0
NAME_FAMILY_STATUS_Single / not married,0.0
NAME_FAMILY_STATUS_Widow,0.0
NAME_HOUSING_TYPE_House / apartment,0.0
NAME_HOUSING_TYPE_Municipal apartment,0.0
NAME_HOUSING_TYPE_Office apartment,0.0
OCCUPATION_TYPE_Accountants,0.0
OCCUPATION_TYPE_Core staff,0.0
OCCUPATION_TYPE_Drivers,0.0
OCCUPATION_TYPE_High skill tech staff,0.0
OCCUPATION_TYPE_Laborers,0.0
OCCUPATION_TYPE_Medicine staff,0.0
OCCUPATION_TYPE_Sales staff,0.0
WEEKDAY_APPR_PROCESS_START_FRIDAY,0.0
WEEKDAY_APPR_PROCESS_START_MONDAY,0.0
WEEKDAY_APPR_PROCESS_START_SATURDAY,0.0
WEEKDAY_APPR_PROCESS_START_SUNDAY,0.0
WEEKDAY_APPR_PROCESS_START_TUESDAY,0.0
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,0.00017280928
ORGANIZATION_TYPE_Bank,0.0
ORGANIZATION_TYPE_Business Entity Type 3,4.2198502e-05
ORGANIZATION_TYPE_Construction,0.0
ORGANIZATION_TYPE_Industry_ type 1,0.0
ORGANIZATION_TYPE_Industry_ type 10,0.0
ORGANIZATION_TYPE_Industry_ type 11,0.0
ORGANIZATION_TYPE_Industry_ type 12,0.0
ORGANIZATION_TYPE_Industry_ type 13,0.0
ORGANIZATION_TYPE_Industry_ type 2,0.0
ORGANIZATION_TYPE_Industry_ type 3,0.0
ORGANIZATION_TYPE_Industry_ type 4,0.0
ORGANIZATION_TYPE_Industry_ type 5,0.0
ORGANIZATION_TYPE_Industry_ type 6,0.0
ORGANIZATION_TYPE_Industry_ type 7,0.0
ORGANIZATION_TYPE_Industry_ type 8,0.0
ORGANIZATION_TYPE_Industry_ type 9,0.0
ORGANIZATION_TYPE_Kindergarten,0.0
ORGANIZATION_TYPE_Medicine,0.0
ORGANIZATION_TYPE_Military,0.0
ORGANIZATION_TYPE_Police,0.0
ORGANIZATION_TYPE_School,0.0
ORGANIZATION_TYPE_Security Ministries,0.0
ORGANIZATION_TYPE_Self-employed,0.0
ORGANIZATION_TYPE_Trade_ type 1,0.0
ORGANIZATION_TYPE_Trade_ type 2,0.0
ORGANIZATION_TYPE_Trade_ type 3,0.0
ORGANIZATION_TYPE_Trade_ type 4,0.0
ORGANIZATION_TYPE_Trade_ type 5,0.0
ORGANIZATION_TYPE_Trade_ type 6,0.0
ORGANIZATION_TYPE_Trade_ type 7,0.0
ORGANIZATION_TYPE_Transport_ type 1,0.0
ORGANIZATION_TYPE_Transport_ type 2,0.0
ORGANIZATION_TYPE_Transport_ type 3,0.0
ORGANIZATION_TYPE_Transport_ type 4,0.0
WALLSMATERIAL_MODE_Others,0.0
WALLSMATERIAL_MODE_Panel,0.0
WALLSMATERIAL_MODE_Stone_ brick,0.005497069
DAYS_EMPLOYED_ANOM,0.0018008219
INCOME_CREDIT_PERC,8.495544e-05
INCOME_PER_PERSON,4.068261e-05
ANNUITY_INCOME_PERC,0.00041439288
PAYMENT_RATE,0.0046355007
BURO_DAYS_CREDIT_MIN,0.0
BURO_DAYS_CREDIT_MAX,0.0
BURO_DAYS_CREDIT_MEAN,0.0013210165
BURO_DAYS_CREDIT_VAR,0.0011872022
BURO_DAYS_CREDIT_ENDDATE_MIN,0.0040029823
BURO_DAYS_CREDIT_ENDDATE_MAX,0.00025595108
BURO_DAYS_CREDIT_ENDDATE_MEAN,0.020885585
BURO_DAYS_CREDIT_UPDATE_MEAN,1.18368525e-05
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,0.005202811
BURO_AMT_CREDIT_SUM_MAX,0.004063135
BURO_AMT_CREDIT_SUM_MEAN,0.0004637256
BURO_AMT_CREDIT_SUM_SUM,0.0
BURO_AMT_CREDIT_SUM_DEBT_MAX,0.061179783
BURO_AMT_CREDIT_SUM_DEBT_MEAN,0.000113520415
BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,0.0
BURO_AMT_CREDIT_SUM_LIMIT_MEAN,0.0
BURO_AMT_CREDIT_SUM_LIMIT_SUM,0.0
BURO_AMT_ANNUITY_MAX,0.0
BURO_AMT_ANNUITY_MEAN,0.0006472563
BURO_MONTHS_BALANCE_MIN_MIN,0.0
BURO_MONTHS_BALANCE_MAX_MAX,0.0
BURO_MONTHS_BALANCE_SIZE_MEAN,0.0
BURO_MONTHS_BALANCE_SIZE_SUM,0.0019390234
BURO_CREDIT_ACTIVE_Active_MEAN,0.0016437048
BURO_CREDIT_ACTIVE_Sold_MEAN,0.0
BURO_CREDIT_TYPE_Another type of loan_MEAN,0.0
BURO_CREDIT_TYPE_Car loan_MEAN,0.0
BURO_CREDIT_TYPE_Consumer credit_MEAN,0.008949699
BURO_CREDIT_TYPE_Credit card_MEAN,6.821973e-05
BURO_CREDIT_TYPE_Microloan_MEAN,0.0
BURO_CREDIT_TYPE_Mortgage_MEAN,0.0
BURO_STATUS_0_MEAN_MEAN,0.0037150236
BURO_STATUS_1_MEAN_MEAN,0.0
BURO_STATUS_2_MEAN_MEAN,0.0
BURO_STATUS_C_MEAN_MEAN,0.0008723717
BURO_STATUS_X_MEAN_MEAN,0.00025470348
ACTIVE_DAYS_CREDIT_MIN,0.00043896385
ACTIVE_DAYS_CREDIT_MAX,8.9407884e-05
ACTIVE_DAYS_CREDIT_MEAN,6.0841605e-05
ACTIVE_DAYS_CREDIT_VAR,0.0
ACTIVE_DAYS_CREDIT_ENDDATE_MIN,1.2469675e-05
ACTIVE_DAYS_CREDIT_ENDDATE_MAX,0.0
ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,0.009496494
ACTIVE_DAYS_CREDIT_UPDATE_MEAN,0.011432954
ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,0.0
ACTIVE_AMT_CREDIT_SUM_MAX,0.0019466636
ACTIVE_AMT_CREDIT_SUM_MEAN,0.00018113367
ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,0.0022413114
ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,0.0
ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,0.0
ACTIVE_AMT_ANNUITY_MAX,0.15168962
ACTIVE_MONTHS_BALANCE_MIN_MIN,0.0
ACTIVE_MONTHS_BALANCE_MAX_MAX,0.0
ACTIVE_MONTHS_BALANCE_SIZE_MEAN,0.004656417
ACTIVE_MONTHS_BALANCE_SIZE_SUM,0.0
CLOSED_DAYS_CREDIT_MIN,0.00036922962
CLOSED_DAYS_CREDIT_MAX,0.0014280638
CLOSED_DAYS_CREDIT_MEAN,0.02879431
CLOSED_DAYS_CREDIT_VAR,0.0061684987
CLOSED_DAYS_CREDIT_ENDDATE_MIN,0.0045073302
CLOSED_DAYS_CREDIT_ENDDATE_MAX,0.039782442
CLOSED_DAYS_CREDIT_ENDDATE_MEAN,0.0
CLOSED_DAYS_CREDIT_UPDATE_MEAN,0.0
CLOSED_AMT_CREDIT_SUM_MAX,0.0
CLOSED_AMT_CREDIT_SUM_MEAN,0.0011594777
CLOSED_AMT_CREDIT_SUM_SUM,0.0004090642
CLOSED_AMT_CREDIT_SUM_DEBT_MAX,0.0
CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,0.0
CLOSED_AMT_CREDIT_SUM_LIMIT_MEAN,0.0
CLOSED_AMT_ANNUITY_MEAN,0.0
CLOSED_MONTHS_BALANCE_MIN_MIN,0.0
CLOSED_MONTHS_BALANCE_MAX_MAX,0.0
CLOSED_MONTHS_BALANCE_SIZE_MEAN,0.0
PREV_AMT_ANNUITY_MIN,0.0
PREV_AMT_ANNUITY_MAX,0.01849152
PREV_AMT_ANNUITY_MEAN,0.0
PREV_AMT_APPLICATION_MIN,0.0010490326
PREV_AMT_APPLICATION_MAX,0.00045310007
PREV_AMT_APPLICATION_MEAN,0.00022185477
PREV_APP_CREDIT_PERC_MIN,0.00060967664
PREV_APP_CREDIT_PERC_MAX,0.0
PREV_APP_CREDIT_PERC_MEAN,0.0003116647
PREV_APP_CREDIT_PERC_VAR,0.0
PREV_AMT_DOWN_PAYMENT_MIN,0.0
PREV_AMT_DOWN_PAYMENT_MAX,0.00049941626
PREV_AMT_DOWN_PAYMENT_MEAN,0.0
PREV_AMT_GOODS_PRICE_MIN,0.00026997825
PREV_HOUR_APPR_PROCESS_START_MIN,0.0
PREV_HOUR_APPR_PROCESS_START_MAX,0.0047481046
PREV_HOUR_APPR_PROCESS_START_MEAN,0.0004536554
PREV_RATE_DOWN_PAYMENT_MIN,3.904425e-05
PREV_RATE_DOWN_PAYMENT_MAX,0.0007292617
PREV_RATE_DOWN_PAYMENT_MEAN,0.0
PREV_DAYS_DECISION_MIN,0.00053603505
PREV_DAYS_DECISION_MAX,0.0
PREV_DAYS_DECISION_MEAN,0.0
PREV_CNT_PAYMENT_MEAN,0.0
PREV_CNT_PAYMENT_SUM,0.005494466
PREV_NAME_CONTRACT_TYPE_Cash loans_MEAN,0.0
PREV_NAME_CONTRACT_TYPE_Consumer loans_MEAN,0.0
PREV_NAME_CONTRACT_TYPE_Revolving loans_MEAN,0.0
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,0.0014646458
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,0.00061270565
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,0.00027219404
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,0.0001415134
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,2.6292666e-05
PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,0.0
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Medicine_MEAN,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Urgent needs_MEAN,0.0
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,0.0062437207
PREV_NAME_CONTRACT_STATUS_Canceled_MEAN,0.0
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,8.332254e-06
PREV_NAME_PAYMENT_TYPE_Cash through the bank_MEAN,1.7874441e-05
PREV_NAME_PAYMENT_TYPE_Non-cash from your account_MEAN,0.0
PREV_CODE_REJECT_REASON_HC_MEAN,0.0
PREV_CODE_REJECT_REASON_LIMIT_MEAN,0.001928892
PREV_CODE_REJECT_REASON_SCO_MEAN,0.0
PREV_CODE_REJECT_REASON_SCOFR_MEAN,0.0
PREV_NAME_TYPE_SUITE_Children_MEAN,0.022957843
PREV_NAME_TYPE_SUITE_Family_MEAN,0.0012977846
PREV_NAME_TYPE_SUITE_Other_A_MEAN,0.0
PREV_NAME_TYPE_SUITE_Other_B_MEAN,0.0
PREV_NAME_TYPE_SUITE_Spouse_ partner_MEAN,0.0
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,0.00092112226
PREV_NAME_TYPE_SUITE_nan_MEAN,0.0
PREV_NAME_CLIENT_TYPE_New_MEAN,0.00024739027
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,0.0
PREV_NAME_CLIENT_TYPE_Repeater_MEAN,0.00012874103
PREV_NAME_GOODS_CATEGORY_Audio/Video_MEAN,0.0
PREV_NAME_GOODS_CATEGORY_Clothing and Accessories_MEAN,0.0
PREV_NAME_GOODS_CATEGORY_Computers_MEAN,0.0
PREV_NAME_GOODS_CATEGORY_Construction Materials_MEAN,0.0
PREV_NAME_GOODS_CATEGORY_Consumer Electronics_MEAN,0.0
PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,0.0
PREV_NAME_GOODS_CATEGORY_Gardening_MEAN,0.0
PREV_NAME_GOODS_CATEGORY_Jewelry_MEAN,0.0
PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,0.029313928
PREV_NAME_GOODS_CATEGORY_Photo / Cinema Equipment_MEAN,0.0
PREV_NAME_GOODS_CATEGORY_Sport and Leisure_MEAN,0.0
PREV_NAME_PORTFOLIO_Cash_MEAN,0.0
PREV_NAME_PORTFOLIO_XNA_MEAN,0.0005877133
PREV_NAME_PRODUCT_TYPE_XNA_MEAN,0.0
PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,1.4698413e-05
PREV_NAME_PRODUCT_TYPE_x-sell_MEAN,3.763193e-05
PREV_CHANNEL_TYPE_AP+ (Cash loan)_MEAN,0.0011557833
PREV_CHANNEL_TYPE_Channel of corporate sales_MEAN,0.0
PREV_CHANNEL_TYPE_Contact center_MEAN,0.0
PREV_CHANNEL_TYPE_Country-wide_MEAN,9.056273e-06
PREV_CHANNEL_TYPE_Credit and cash offices_MEAN,2.1149908e-05
PREV_CHANNEL_TYPE_Regional / Local_MEAN,0.00045791353
PREV_CHANNEL_TYPE_Stone_MEAN,0.0
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,0.00016073705
PREV_NAME_SELLER_INDUSTRY_Construction_MEAN,0.0
PREV_NAME_SELLER_INDUSTRY_Consumer electronics_MEAN,3.0254381e-05
PREV_NAME_SELLER_INDUSTRY_Industry_MEAN,0.0
PREV_NAME_YIELD_GROUP_XNA_MEAN,0.0
PREV_NAME_YIELD_GROUP_high_MEAN,0.05855893
PREV_NAME_YIELD_GROUP_low_action_MEAN,0.0
PREV_NAME_YIELD_GROUP_low_normal_MEAN,0.00030859976
PREV_NAME_YIELD_GROUP_middle_MEAN,0.00010732738
PREV_PRODUCT_COMBINATION_Card Street_MEAN,0.0
PREV_PRODUCT_COMBINATION_Card X-Sell_MEAN,0.0
PREV_PRODUCT_COMBINATION_Cash_MEAN,0.00016025013
PREV_PRODUCT_COMBINATION_Cash Street_ high_MEAN,0.00040862177
PREV_PRODUCT_COMBINATION_Cash Street_ low_MEAN,0.0
PREV_PRODUCT_COMBINATION_Cash Street_ middle_MEAN,0.0
PREV_PRODUCT_COMBINATION_Cash X-Sell_ high_MEAN,0.0
PREV_PRODUCT_COMBINATION_Cash X-Sell_ low_MEAN,0.0
PREV_PRODUCT_COMBINATION_Cash X-Sell_ middle_MEAN,0.0012953186
PREV_PRODUCT_COMBINATION_POS household with interest_MEAN,6.5035792e-06
PREV_PRODUCT_COMBINATION_POS household without interest_MEAN,0.0009466729
PREV_PRODUCT_COMBINATION_POS industry with interest_MEAN,0.0
PREV_PRODUCT_COMBINATION_POS industry without interest_MEAN,0.0
PREV_PRODUCT_COMBINATION_POS mobile with interest_MEAN,0.0
PREV_PRODUCT_COMBINATION_POS mobile without interest_MEAN,0.0
PREV_PRODUCT_COMBINATION_POS other with interest_MEAN,0.0
APPROVED_AMT_APPLICATION_MIN,0.00045385756
APPROVED_AMT_APPLICATION_MAX,0.004176796
APPROVED_AMT_APPLICATION_MEAN,6.216714e-05
APPROVED_APP_CREDIT_PERC_VAR,0.0
APPROVED_DAYS_DECISION_MAX,0.0038645875
APPROVED_CNT_PAYMENT_MEAN,0.049938533
APPROVED_CNT_PAYMENT_SUM,0.0
REFUSED_AMT_ANNUITY_MIN,0.0006596114
REFUSED_AMT_ANNUITY_MAX,0.0
REFUSED_AMT_APPLICATION_MIN,0.0013108267
REFUSED_AMT_APPLICATION_MAX,0.00066486705
REFUSED_APP_CREDIT_PERC_MIN,0.0
REFUSED_APP_CREDIT_PERC_MAX,0.032634765
REFUSED_APP_CREDIT_PERC_MEAN,0.0
REFUSED_HOUR_APPR_PROCESS_START_MIN,0.0
REFUSED_HOUR_APPR_PROCESS_START_MAX,0.0
REFUSED_DAYS_DECISION_MIN,0.00065612706
REFUSED_DAYS_DECISION_MAX,0.00011609563
REFUSED_CNT_PAYMENT_MEAN,0.0
REFUSED_CNT_PAYMENT_SUM,0.0
POS_MONTHS_BALANCE_MAX,3.0722324e-05
POS_MONTHS_BALANCE_MEAN,0.0003776868
POS_MONTHS_BALANCE_SIZE,0.025265144
POS_SK_DPD_MAX,0.0
POS_SK_DPD_DEF_MAX,0.0
POS_NAME_CONTRACT_STATUS_Active_MEAN,0.0
POS_NAME_CONTRACT_STATUS_Completed_MEAN,0.0015896574
POS_NAME_CONTRACT_STATUS_Returned to the store_MEAN,0.0
POS_NAME_CONTRACT_STATUS_Signed_MEAN,0.0
INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,0.00070417346
INSTAL_DPD_MAX,1.1350362e-05
INSTAL_DPD_MEAN,0.00037911136
INSTAL_DPD_SUM,0.0019090597
INSTAL_DBD_MAX,0.0020737648
INSTAL_DBD_MEAN,0.0035596883
INSTAL_DBD_SUM,0.00021138942
INSTAL_PAYMENT_PERC_MAX,0.0
INSTAL_PAYMENT_PERC_MEAN,0.0
INSTAL_PAYMENT_PERC_VAR,2.8278988e-05
INSTAL_PAYMENT_DIFF_MAX,5.149141e-05
INSTAL_PAYMENT_DIFF_MEAN,0.00022560071
INSTAL_PAYMENT_DIFF_SUM,3.7581995e-05
INSTAL_PAYMENT_DIFF_VAR,7.661569e-06
INSTAL_AMT_INSTALMENT_MAX,0.0
INSTAL_AMT_INSTALMENT_MEAN,0.0005295085
INSTAL_AMT_INSTALMENT_SUM,2.3517421e-05
INSTAL_AMT_PAYMENT_MIN,0.0026884705
INSTAL_DAYS_ENTRY_PAYMENT_MAX,0.0038569001
INSTAL_DAYS_ENTRY_PAYMENT_SUM,0.013621694
CC_MONTHS_BALANCE_MIN,0.0001384025
CC_MONTHS_BALANCE_MAX,0.0
CC_AMT_BALANCE_MIN,0.0
CC_AMT_BALANCE_MAX,0.0
CC_AMT_BALANCE_MEAN,0.0
CC_AMT_BALANCE_SUM,0.0
CC_AMT_BALANCE_VAR,0.0
CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,0.046032295
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,0.0
CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,0.0
CC_AMT_CREDIT_LIMIT_ACTUAL_VAR,0.0
CC_AMT_DRAWINGS_ATM_CURRENT_SUM,0.0
CC_AMT_DRAWINGS_CURRENT_MIN,0.0
CC_AMT_DRAWINGS_CURRENT_MAX,0.0
CC_AMT_DRAWINGS_CURRENT_MEAN,0.0
CC_AMT_DRAWINGS_CURRENT_SUM,0.0
CC_AMT_DRAWINGS_CURRENT_VAR,0.0
CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,0.0
CC_AMT_DRAWINGS_POS_CURRENT_SUM,0.0
CC_AMT_INST_MIN_REGULARITY_MIN,0.0
CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,0.0
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,0.0
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,0.0
CC_AMT_PAYMENT_TOTAL_CURRENT_VAR,0.0
CC_CNT_DRAWINGS_ATM_CURRENT_SUM,0.0
CC_CNT_DRAWINGS_CURRENT_MAX,0.0
CC_CNT_DRAWINGS_CURRENT_MEAN,0.0
CC_CNT_DRAWINGS_CURRENT_SUM,0.0
CC_CNT_DRAWINGS_CURRENT_VAR,0.00413523
CC_CNT_INSTALMENT_MATURE_CUM_MAX,0.0
CC_NAME_CONTRACT_STATUS_Active_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Active_VAR,0.0
