feature,importance
PREV_CHANNEL_TYPE_Contact center_MEAN,0.0
PREV_CHANNEL_TYPE_Country-wide_MEAN,0.00031265046
PREV_CHANNEL_TYPE_Credit and cash offices_MEAN,0.0
PREV_CHANNEL_TYPE_Regional / Local_MEAN,0.0
PREV_CHANNEL_TYPE_Stone_MEAN,0.00050011836
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,7.4457803e-06
PREV_NAME_SELLER_INDUSTRY_Construction_MEAN,0.0
PREV_NAME_SELLER_INDUSTRY_Consumer electronics_MEAN,0.00071159465
PREV_NAME_SELLER_INDUSTRY_Industry_MEAN,0.0
PREV_NAME_YIELD_GROUP_XNA_MEAN,1.4613424e-05
PREV_NAME_YIELD_GROUP_high_MEAN,0.07918618
PREV_NAME_YIELD_GROUP_low_action_MEAN,0.0
PREV_NAME_YIELD_GROUP_low_normal_MEAN,0.0009985695
PREV_NAME_YIELD_GROUP_middle_MEAN,9.203235e-05
PREV_PRODUCT_COMBINATION_Card Street_MEAN,0.022438176
PREV_PRODUCT_COMBINATION_Card X-Sell_MEAN,0.0
PREV_PRODUCT_COMBINATION_Cash_MEAN,0.00013823312
PREV_PRODUCT_COMBINATION_Cash Street_ high_MEAN,0.0
PREV_PRODUCT_COMBINATION_Cash Street_ low_MEAN,0.0
PREV_PRODUCT_COMBINATION_Cash Street_ middle_MEAN,0.0
PREV_PRODUCT_COMBINATION_Cash X-Sell_ high_MEAN,0.0
PREV_PRODUCT_COMBINATION_Cash X-Sell_ low_MEAN,0.0
PREV_PRODUCT_COMBINATION_Cash X-Sell_ middle_MEAN,0.0
PREV_PRODUCT_COMBINATION_POS household with interest_MEAN,0.0025472587
PREV_PRODUCT_COMBINATION_POS household without interest_MEAN,0.0009813076
PREV_PRODUCT_COMBINATION_POS industry with interest_MEAN,0.0
PREV_PRODUCT_COMBINATION_POS industry without interest_MEAN,0.0
PREV_PRODUCT_COMBINATION_POS mobile with interest_MEAN,0.0
PREV_PRODUCT_COMBINATION_POS mobile without interest_MEAN,0.0
PREV_PRODUCT_COMBINATION_POS other with interest_MEAN,0.0
APPROVED_AMT_APPLICATION_MIN,0.0040415674
APPROVED_AMT_APPLICATION_MAX,1.400535e-05
APPROVED_AMT_APPLICATION_MEAN,1.814174e-05
APPROVED_APP_CREDIT_PERC_VAR,0.0006266694
APPROVED_DAYS_DECISION_MAX,0.000106946296
APPROVED_CNT_PAYMENT_MEAN,0.021781867
APPROVED_CNT_PAYMENT_SUM,0.0
REFUSED_AMT_ANNUITY_MIN,0.0
REFUSED_AMT_ANNUITY_MAX,0.00027406204
REFUSED_AMT_APPLICATION_MIN,4.4566907e-05
REFUSED_AMT_APPLICATION_MAX,0.0
REFUSED_APP_CREDIT_PERC_MIN,0.0
REFUSED_APP_CREDIT_PERC_MAX,0.028881898
REFUSED_APP_CREDIT_PERC_MEAN,0.00041131393
REFUSED_HOUR_APPR_PROCESS_START_MIN,0.0009823522
REFUSED_HOUR_APPR_PROCESS_START_MAX,0.0
REFUSED_DAYS_DECISION_MIN,0.0
REFUSED_DAYS_DECISION_MAX,0.0032696058
REFUSED_CNT_PAYMENT_MEAN,0.0
REFUSED_CNT_PAYMENT_SUM,0.0019802444
POS_MONTHS_BALANCE_MAX,1.0157432e-05
POS_MONTHS_BALANCE_MEAN,8.998885e-06
POS_MONTHS_BALANCE_SIZE,7.20319e-06
POS_SK_DPD_MAX,0.0
POS_SK_DPD_DEF_MAX,0.0
POS_NAME_CONTRACT_STATUS_Active_MEAN,3.0131272e-05
POS_NAME_CONTRACT_STATUS_Completed_MEAN,0.0006682107
POS_NAME_CONTRACT_STATUS_Returned to the store_MEAN,0.0
POS_NAME_CONTRACT_STATUS_Signed_MEAN,0.0
INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,0.0
INSTAL_DPD_MAX,1.319196e-05
INSTAL_DPD_MEAN,0.0
INSTAL_DPD_SUM,0.0005326122
INSTAL_DBD_MAX,0.008934134
INSTAL_DBD_MEAN,0.010353632
INSTAL_DBD_SUM,6.0381564e-05
INSTAL_PAYMENT_PERC_MAX,0.0
INSTAL_PAYMENT_PERC_MEAN,0.0
INSTAL_PAYMENT_PERC_VAR,4.7552574e-05
INSTAL_PAYMENT_DIFF_MAX,0.0012101505
INSTAL_PAYMENT_DIFF_MEAN,9.6166244e-05
INSTAL_PAYMENT_DIFF_SUM,0.0
INSTAL_PAYMENT_DIFF_VAR,0.0
INSTAL_AMT_INSTALMENT_MAX,0.0
INSTAL_AMT_INSTALMENT_MEAN,0.00032735115
INSTAL_AMT_INSTALMENT_SUM,2.6602916e-05
INSTAL_AMT_PAYMENT_MIN,0.0
INSTAL_DAYS_ENTRY_PAYMENT_MAX,0.00019283182
INSTAL_DAYS_ENTRY_PAYMENT_SUM,0.01156187
CC_MONTHS_BALANCE_MIN,0.002276118
CC_MONTHS_BALANCE_MAX,0.0
CC_AMT_BALANCE_MIN,0.0
CC_AMT_BALANCE_MAX,0.010842932
CC_AMT_BALANCE_MEAN,0.0
CC_AMT_BALANCE_SUM,0.0
CC_AMT_BALANCE_VAR,0.0010989866
CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,0.04062867
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,0.0
CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,0.0
CC_AMT_CREDIT_LIMIT_ACTUAL_VAR,0.0
CC_AMT_DRAWINGS_ATM_CURRENT_SUM,0.0
CC_AMT_DRAWINGS_CURRENT_MIN,0.0
CC_AMT_DRAWINGS_CURRENT_MAX,0.0
CC_AMT_DRAWINGS_CURRENT_MEAN,0.0
CC_AMT_DRAWINGS_CURRENT_SUM,0.0
CC_AMT_DRAWINGS_CURRENT_VAR,0.0
CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,0.0
CC_AMT_DRAWINGS_POS_CURRENT_SUM,0.0
CC_AMT_INST_MIN_REGULARITY_MIN,0.0
CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,0.0
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,0.0
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,0.0
CC_AMT_PAYMENT_TOTAL_CURRENT_VAR,0.0
CC_CNT_DRAWINGS_ATM_CURRENT_SUM,0.0
CC_CNT_DRAWINGS_CURRENT_MAX,0.0
CC_CNT_DRAWINGS_CURRENT_MEAN,0.0
CC_CNT_DRAWINGS_CURRENT_SUM,0.0
CC_CNT_DRAWINGS_CURRENT_VAR,0.0
CC_CNT_INSTALMENT_MATURE_CUM_MAX,0.0
CC_NAME_CONTRACT_STATUS_Active_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Active_VAR,0.0
